dataset_id,label,n_records,a6_applicable,matched_fraction,n_stratum,mc_ref,mc_ref_is_default,hard_reject_would_fire,n_corroborated,n_contradicted_eligible,n_unverifiable,contradicted_confirmed,contradicted_p_value,hard_reject_reason,elapsed_sec,note
real_russia_sakhalin_general_early,known_good,212.0,True,1.0,75.0,4.5,False,False,75.0,0.0,0.0,False,1.0,,14.02,"75/75 'Externally corroborated' of the records A6 actually forms a verdict on (75 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_russia_baikal_general_early,known_good,97.0,True,1.0,25.0,4.5,False,False,25.0,0.0,0.0,False,1.0,,7.01,"25/25 'Externally corroborated' of the records A6 actually forms a verdict on (25 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_canada_britishcolumbia_general_early,known_good,398.0,False,,0.0,,,False,,,,,,,11.16,No records at/above reference-complete stratum (Mc_ref=5.00 + SE nan). A(D) falls back to intrinsic-only A1-A5 for the whole dataset.
real_vanuatu_general_early,known_good,1789.0,True,1.0,475.0,4.999999999999998,False,False,475.0,0.0,0.0,False,1.0,,50.62,"475/475 'Externally corroborated' of the records A6 actually forms a verdict on (475 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_solomonislands_general_early,known_good,1376.0,True,1.0,279.0,5.099999999999998,False,False,279.0,0.0,0.0,False,1.0,,35.75,"279/279 'Externally corroborated' of the records A6 actually forms a verdict on (279 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_fiji_general_early,known_good,139.0,True,1.0,55.0,4.799999999999998,False,False,55.0,0.0,0.0,False,1.0,,16.09,"55/55 'Externally corroborated' of the records A6 actually forms a verdict on (55 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_centralasia_kyrgyzstan_tajikistan_early,known_good,1090.0,True,1.0,368.0,4.5,False,False,368.0,0.0,0.0,False,1.0,,47.47,"368/368 'Externally corroborated' of the records A6 actually forms a verdict on (368 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_uzbekistan_general_early,known_good,81.0,True,1.0,13.0,4.5,False,False,13.0,0.0,0.0,False,,,10.2,"13/13 'Externally corroborated' of the records A6 actually forms a verdict on (13 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_china_gansu_general_early,known_good,28.0,True,1.0,5.0,4.5,False,False,5.0,0.0,0.0,False,,,9.44,"5/5 'Externally corroborated' of the records A6 actually forms a verdict on (5 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_india_andaman_general_early,known_good,521.0,True,1.0,44.0,5.499999999999995,False,False,44.0,0.0,0.0,False,1.0,,21.02,"44/44 'Externally corroborated' of the records A6 actually forms a verdict on (44 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_nicaragua_general_early,known_good,617.0,False,,0.0,,,False,,,,,,,22.69,No records at/above reference-complete stratum (Mc_ref=5.10 + SE nan). A(D) falls back to intrinsic-only A1-A5 for the whole dataset.
real_iceland_general_early,known_good,63.0,True,1.0,12.0,4.5,False,False,12.0,0.0,0.0,False,,,7.19,"12/12 'Externally corroborated' of the records A6 actually forms a verdict on (12 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_switzerland_general_early,known_good,570.0,True,1.0,5.0,4.5,False,False,5.0,0.0,0.0,False,,,17.44,"5/5 'Externally corroborated' of the records A6 actually forms a verdict on (5 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_yemen_general_early,known_good,122.0,True,1.0,54.0,4.5,False,False,54.0,0.0,0.0,False,1.0,,10.94,"54/54 'Externally corroborated' of the records A6 actually forms a verdict on (54 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_ethiopia_general_early,known_good,88.0,True,1.0,24.0,4.5,False,False,24.0,0.0,0.0,False,1.0,,9.77,"24/24 'Externally corroborated' of the records A6 actually forms a verdict on (24 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_kazakhstan_general_early,known_good,526.0,True,1.0,123.0,4.5,False,False,123.0,0.0,0.0,False,1.0,,25.7,"123/123 'Externally corroborated' of the records A6 actually forms a verdict on (123 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_indonesia_sumatra_general_early,known_good,1184.0,True,1.0,86.0,5.499999999999995,False,False,86.0,0.0,0.0,False,1.0,,33.36,"86/86 'Externally corroborated' of the records A6 actually forms a verdict on (86 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_china_sichuan_2008_recent,known_good,492.0,True,1.0,200.0,4.5,False,False,200.0,0.0,0.0,False,1.0,,28.22,"200/200 'Externally corroborated' of the records A6 actually forms a verdict on (200 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_china_yunnan_general_recent,known_good,75.0,True,1.0,38.0,4.5,False,False,38.0,0.0,0.0,False,1.0,,9.13,"38/38 'Externally corroborated' of the records A6 actually forms a verdict on (38 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_china_xinjiang_general_recent,known_good,258.0,True,1.0,158.0,4.5,False,False,158.0,0.0,0.0,False,1.0,,17.85,"158/158 'Externally corroborated' of the records A6 actually forms a verdict on (158 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_india_gujarat_bhuj_2001_recent,known_good,65.0,True,1.0,11.0,4.5,False,False,11.0,0.0,0.0,False,,,9.13,"11/11 'Externally corroborated' of the records A6 actually forms a verdict on (11 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_india_kashmir_2005_recent,known_good,235.0,True,1.0,41.0,4.5,False,False,41.0,0.0,0.0,False,1.0,,19.48,"41/41 'Externally corroborated' of the records A6 actually forms a verdict on (41 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_india_assam_general_recent,known_good,64.0,True,1.0,45.0,4.5,False,False,45.0,0.0,0.0,False,1.0,,8.4,"45/45 'Externally corroborated' of the records A6 actually forms a verdict on (45 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_pakistan_balochistan_2013_recent,known_good,70.0,True,1.0,12.0,4.599999999999998,False,False,12.0,0.0,0.0,False,,,9.1,"12/12 'Externally corroborated' of the records A6 actually forms a verdict on (12 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_colombia_andes_general_recent,known_good,332.0,True,1.0,81.0,4.5,False,False,81.0,0.0,0.0,False,1.0,,13.51,"81/81 'Externally corroborated' of the records A6 actually forms a verdict on (81 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_argentina_sanjuan_general_recent,known_good,316.0,True,1.0,76.0,4.5,False,False,76.0,0.0,0.0,False,1.0,,12.47,"76/76 'Externally corroborated' of the records A6 actually forms a verdict on (76 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_bolivia_deep_general_recent,known_good,306.0,True,1.0,191.0,4.5,False,False,191.0,0.0,0.0,False,1.0,,16.67,"191/191 'Externally corroborated' of the records A6 actually forms a verdict on (191 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_guatemala_general_recent,known_good,509.0,True,1.0,93.0,4.5,False,False,93.0,0.0,0.0,False,1.0,,27.21,"93/93 'Externally corroborated' of the records A6 actually forms a verdict on (93 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_elsalvador_2001_recent,known_good,1547.0,True,1.0,406.0,4.5,False,False,406.0,0.0,0.0,False,1.0,,95.65,"406/406 'Externally corroborated' of the records A6 actually forms a verdict on (406 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_costarica_general_recent,known_good,215.0,True,1.0,48.0,4.5,False,False,48.0,0.0,0.0,False,1.0,,20.2,"48/48 'Externally corroborated' of the records A6 actually forms a verdict on (48 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_panama_general_recent,known_good,151.0,True,1.0,58.0,4.5,False,False,58.0,0.0,0.0,False,1.0,,13.65,"58/58 'Externally corroborated' of the records A6 actually forms a verdict on (58 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_puertorico_2020_ponce_recent,known_good,1697.0,True,1.0,9.0,4.5,False,False,9.0,0.0,0.0,False,,,74.35,"9/9 'Externally corroborated' of the records A6 actually forms a verdict on (9 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_dominicanrepublic_general_recent,known_good,148.0,True,1.0,18.0,4.5,False,False,18.0,0.0,0.0,False,,,9.11,"18/18 'Externally corroborated' of the records A6 actually forms a verdict on (18 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_albania_durres_2019_recent,known_good,50.0,True,1.0,4.0,4.5,False,False,4.0,0.0,0.0,False,,,12.93,"4/4 'Externally corroborated' of the records A6 actually forms a verdict on (4 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_portugal_azores_general_recent,known_good,38.0,True,1.0,7.0,4.599999999999998,False,False,7.0,0.0,0.0,False,,,9.09,"7/7 'Externally corroborated' of the records A6 actually forms a verdict on (7 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_tanzania_rift_general_recent,known_good,103.0,True,1.0,28.0,4.5,False,False,28.0,0.0,0.0,False,1.0,,7.12,"28/28 'Externally corroborated' of the records A6 actually forms a verdict on (28 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_drc_rift_general_recent,known_good,30.0,True,1.0,13.0,4.5,False,False,13.0,0.0,0.0,False,,,6.72,"13/13 'Externally corroborated' of the records A6 actually forms a verdict on (13 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_iraq_halabja_2017_recent,known_good,154.0,True,1.0,32.0,4.5,False,False,32.0,0.0,0.0,False,1.0,,15.94,"32/32 'Externally corroborated' of the records A6 actually forms a verdict on (32 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_russia_sakhalin_general_recent,known_good,48.0,True,1.0,12.0,4.5,False,False,12.0,0.0,0.0,False,,,7.8,"12/12 'Externally corroborated' of the records A6 actually forms a verdict on (12 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_russia_baikal_general_recent,known_good,23.0,True,1.0,4.0,4.5,False,False,4.0,0.0,0.0,False,,,7.23,"4/4 'Externally corroborated' of the records A6 actually forms a verdict on (4 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_usa_hawaii_kilauea_2018_recent,known_good,1061.0,True,1.0,24.0,4.5,False,False,24.0,0.0,0.0,False,1.0,,58.3,"24/24 'Externally corroborated' of the records A6 actually forms a verdict on (24 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_usa_california_southnapa_2014_recent,known_good,195.0,False,,0.0,,,False,,,,,,,23.16,No records at/above reference-complete stratum (Mc_ref=4.50 + SE 0.00). A(D) falls back to intrinsic-only A1-A5 for the whole dataset.
real_usa_cascadia_general_recent,known_good,351.0,True,1.0,15.0,4.5,False,False,15.0,0.0,0.0,False,,,17.47,"15/15 'Externally corroborated' of the records A6 actually forms a verdict on (15 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_canada_britishcolumbia_general_recent,known_good,106.0,True,1.0,26.0,4.5,False,False,26.0,0.0,0.0,False,1.0,,13.87,"26/26 'Externally corroborated' of the records A6 actually forms a verdict on (26 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_australia_general_recent,known_good,132.0,True,1.0,95.0,4.5,False,False,95.0,0.0,0.0,False,1.0,,14.39,"95/95 'Externally corroborated' of the records A6 actually forms a verdict on (95 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_vanuatu_general_recent,known_good,1478.0,True,1.0,1123.0,4.5,False,False,1123.0,0.0,0.0,False,1.0,,41.31,"1123/1123 'Externally corroborated' of the records A6 actually forms a verdict on (1123 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_solomonislands_general_recent,known_good,717.0,True,1.0,563.0,4.5,False,False,563.0,0.0,0.0,False,1.0,,22.95,"563/563 'Externally corroborated' of the records A6 actually forms a verdict on (563 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_fiji_general_recent,known_good,86.0,True,1.0,27.0,4.599999999999998,False,False,27.0,0.0,0.0,False,1.0,,15.27,"27/27 'Externally corroborated' of the records A6 actually forms a verdict on (27 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_samoa_general_recent,known_good,70.0,True,1.0,46.0,4.5,False,False,46.0,0.0,0.0,False,1.0,,9.44,"46/46 'Externally corroborated' of the records A6 actually forms a verdict on (46 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_centralasia_kyrgyzstan_tajikistan_recent,known_good,947.0,True,1.0,139.0,4.5,False,False,139.0,0.0,0.0,False,1.0,,35.66,"139/139 'Externally corroborated' of the records A6 actually forms a verdict on (139 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_uzbekistan_general_recent,known_good,44.0,True,1.0,8.0,4.5,False,False,8.0,0.0,0.0,False,,,7.55,"8/8 'Externally corroborated' of the records A6 actually forms a verdict on (8 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_china_qinghai_yushu_2010_recent,known_good,31.0,True,1.0,6.0,4.5,False,False,6.0,0.0,0.0,False,,,10.1,"6/6 'Externally corroborated' of the records A6 actually forms a verdict on (6 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_china_gansu_general_recent,known_good,26.0,True,1.0,5.0,4.599999999999998,False,False,5.0,0.0,0.0,False,,,7.09,"5/5 'Externally corroborated' of the records A6 actually forms a verdict on (5 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_china_taiwanstrait_general_recent,known_good,59.0,True,1.0,17.0,4.5,False,False,17.0,0.0,0.0,False,,,11.07,"17/17 'Externally corroborated' of the records A6 actually forms a verdict on (17 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_china_tibet_plateau_general_recent,known_good,351.0,True,1.0,100.0,4.5,False,False,100.0,0.0,0.0,False,1.0,,16.13,"100/100 'Externally corroborated' of the records A6 actually forms a verdict on (100 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_india_uttarakhand_general_recent,known_good,16.0,True,1.0,3.0,4.5,False,False,3.0,0.0,0.0,False,,,7.36,"3/3 'Externally corroborated' of the records A6 actually forms a verdict on (3 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_india_andaman_general_recent,known_good,221.0,True,1.0,90.0,4.599999999999998,False,False,90.0,0.0,0.0,False,1.0,,10.65,"90/90 'Externally corroborated' of the records A6 actually forms a verdict on (90 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_bangladesh_general_recent,known_good,36.0,True,1.0,9.0,4.5,False,False,9.0,0.0,0.0,False,,,6.93,"9/9 'Externally corroborated' of the records A6 actually forms a verdict on (9 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_pakistan_general_recent,known_good,279.0,True,1.0,209.0,4.5,False,False,209.0,0.0,0.0,False,1.0,,23.47,"209/209 'Externally corroborated' of the records A6 actually forms a verdict on (209 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_nepal_sikkim_general_recent,known_good,24.0,True,1.0,5.0,4.5,False,False,5.0,0.0,0.0,False,,,8.06,"5/5 'Externally corroborated' of the records A6 actually forms a verdict on (5 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_colombia_armenia_1999_recent,known_good,152.0,True,1.0,49.0,4.5,False,False,49.0,0.0,0.0,False,1.0,,26.98,"49/49 'Externally corroborated' of the records A6 actually forms a verdict on (49 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_peru_pisco_2007_recent,known_good,419.0,True,1.0,141.0,4.5,False,False,141.0,0.0,0.0,False,1.0,,13.91,"141/141 'Externally corroborated' of the records A6 actually forms a verdict on (141 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_peru_arequipa_2001_recent,known_good,866.0,True,1.0,287.0,4.5,False,False,287.0,0.0,0.0,False,1.0,,25.51,"287/287 'Externally corroborated' of the records A6 actually forms a verdict on (287 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_ecuador_general_recent,known_good,287.0,True,1.0,106.0,4.5,False,False,106.0,0.0,0.0,False,1.0,,12.71,"106/106 'Externally corroborated' of the records A6 actually forms a verdict on (106 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_chile_iquique_2014_recent,known_good,1232.0,True,1.0,269.0,4.5,False,False,269.0,0.0,0.0,False,1.0,,64.29,"269/269 'Externally corroborated' of the records A6 actually forms a verdict on (269 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_chile_maule_2010_recent,known_good,1035.0,True,1.0,334.0,4.5,False,False,334.0,0.0,0.0,False,1.0,,56.47,"334/334 'Externally corroborated' of the records A6 actually forms a verdict on (334 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_venezuela_general_recent,known_good,161.0,True,1.0,56.0,4.5,False,False,56.0,0.0,0.0,False,1.0,,14.15,"56/56 'Externally corroborated' of the records A6 actually forms a verdict on (56 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_nicaragua_general_recent,known_good,268.0,True,1.0,76.0,4.5,False,False,76.0,0.0,0.0,False,1.0,,28.81,"76/76 'Externally corroborated' of the records A6 actually forms a verdict on (76 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_cuba_general_recent,known_good,25.0,True,1.0,9.0,4.5,False,False,9.0,0.0,0.0,False,,,9.82,"9/9 'Externally corroborated' of the records A6 actually forms a verdict on (9 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_honduras_general_recent,known_good,119.0,True,1.0,28.0,4.5,False,False,28.0,0.0,0.0,False,1.0,,15.83,"28/28 'Externally corroborated' of the records A6 actually forms a verdict on (28 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_mexico_oaxaca_general_recent,known_good,253.0,True,1.0,55.0,4.5,False,False,55.0,0.0,0.0,False,1.0,,49.2,"55/55 'Externally corroborated' of the records A6 actually forms a verdict on (55 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_iceland_general_recent,known_good,153.0,True,1.0,48.0,4.5,False,False,48.0,0.0,0.0,False,1.0,,10.61,"48/48 'Externally corroborated' of the records A6 actually forms a verdict on (48 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_iceland_reykjanes_2021_recent,known_good,80.0,True,1.0,28.0,4.5,False,False,28.0,0.0,0.0,False,1.0,,8.08,"28/28 'Externally corroborated' of the records A6 actually forms a verdict on (28 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_romania_vrancea_general_recent,known_good,26.0,True,1.0,3.0,4.5,False,False,3.0,0.0,0.0,False,,,5.97,"3/3 'Externally corroborated' of the records A6 actually forms a verdict on (3 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_turkey_izmit_1999_recent,known_good,116.0,True,1.0,12.0,4.5,False,False,12.0,0.0,0.0,False,,,80.47,"12/12 'Externally corroborated' of the records A6 actually forms a verdict on (12 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_turkey_van_2011_recent,known_good,125.0,True,1.0,17.0,4.5,False,False,17.0,0.0,0.0,False,,,16.39,"17/17 'Externally corroborated' of the records A6 actually forms a verdict on (17 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_france_general_recent,known_good,21.0,False,,0.0,,,False,,,,,,,8.94,No records at/above reference-complete stratum (Mc_ref=4.50 + SE 0.38). A(D) falls back to intrinsic-only A1-A5 for the whole dataset.
real_iran_bam_2003_recent,known_good,91.0,True,1.0,15.0,4.5,False,False,15.0,0.0,0.0,False,,,16.52,"15/15 'Externally corroborated' of the records A6 actually forms a verdict on (15 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_iran_ahar_varzaghan_2012_recent,known_good,33.0,True,1.0,6.0,4.5,False,False,6.0,0.0,0.0,False,,,13.03,"6/6 'Externally corroborated' of the records A6 actually forms a verdict on (6 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_yemen_general_recent,known_good,187.0,True,1.0,51.0,4.5,False,False,51.0,0.0,0.0,False,1.0,,9.46,"51/51 'Externally corroborated' of the records A6 actually forms a verdict on (51 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_syria_general_recent,known_good,197.0,True,1.0,31.0,4.5,False,False,31.0,0.0,0.0,False,1.0,,16.68,"31/31 'Externally corroborated' of the records A6 actually forms a verdict on (31 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_ethiopia_general_recent,known_good,495.0,True,1.0,118.0,4.5,False,False,118.0,0.0,0.0,False,1.0,,13.6,"118/118 'Externally corroborated' of the records A6 actually forms a verdict on (118 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_kenya_general_recent,known_good,35.0,True,1.0,2.0,4.599999999999998,False,False,2.0,0.0,0.0,False,,,6.88,"2/2 'Externally corroborated' of the records A6 actually forms a verdict on (2 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_algeria_boumerdes_2003_recent,known_good,202.0,True,1.0,9.0,4.5,False,False,9.0,0.0,0.0,False,,,26.02,"9/9 'Externally corroborated' of the records A6 actually forms a verdict on (9 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_morocco_alhoceima_2004_recent,known_good,496.0,True,1.0,28.0,4.5,False,False,28.0,0.0,0.0,False,1.0,,24.22,"28/28 'Externally corroborated' of the records A6 actually forms a verdict on (28 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
real_southafrica_general_recent,known_good,38.0,True,1.0,5.0,4.5,False,False,5.0,0.0,0.0,False,,,6.84,"5/5 'Externally corroborated' of the records A6 actually forms a verdict on (5 reference-complete-stratum total; 0 'Externally unverifiable' excluded and scored via intrinsic A1-A5 instead; 0 contradicted-eligible, not statistically confirmed)."
